,apparent_elevation,azimuth,ghi,dhi,surface_fraction,direct_irradiation_simulation_result,dni_reacted
2020-01-01 09:00:00+01:00,1.5809171610426362,130.92998849100883,2.6294600137601036,1.9984017412690207,0.3017710520617034,0.08,0.015240610703416264
2020-01-01 09:30:00+01:00,4.7790529716432735,136.96122291103308,29.383574493463954,15.106200755868745,0.3833221032088471,0.05,0.27459631217634817
2020-01-01 10:00:00+01:00,7.722743418701183,143.2104340865946,72.26475105517518,28.185516577177765,0.45716926209861547,0.1,2.033612101612725
2020-01-01 10:30:00+01:00,10.280932450761945,149.68610703969262,116.15263193684557,37.62814880453588,0.5207304809473026,0.09,3.7401584292103385
2020-01-01 11:00:00+01:00,12.38751547707918,156.38074911679382,154.59773785235194,44.1773959018837,0.5726234452867373,0.12,7.768368226637286
2020-01-01 11:30:00+01:00,13.992801972174275,163.2692387703056,184.67504582964133,48.577294961169486,0.6118633833180103,0.03,2.574595160007176
2020-01-01 12:00:00+01:00,15.058037541388758,170.3088647831721,204.86313531542544,51.264407547547904,0.6377393628316932,0.06,6.086343068630257
2020-01-01 12:30:00+01:00,15.556446952357083,177.44182333881713,214.3521621869461,52.46560681983357,0.6497911283691992,0.03,3.27577588439365
2020-01-01 13:00:00+01:00,15.475136022890808,184.60036478501212,212.8025714404664,52.27194205864396,0.647805842262648,0.05,5.3952308838648495
2020-01-01 13:30:00+01:00,14.816233637809315,191.71393607715322,200.2684346719528,50.66918787098365,0.6318183219390452,0.1,9.777031272316162
2020-01-01 14:00:00+01:00,13.596695259930044,198.7169220435705,177.20870423645252,47.53308283162082,0.6021109489369553,0.06,4.819824378566053
2020-01-01 14:30:00+01:00,11.846858311780851,205.55534555600065,144.5970570382785,42.58766974486605,0.5592137565639066,0.08,4.662925372735214
2020-01-01 15:00:00+01:00,9.60854653254466,212.19129854030496,104.24454483619431,35.31878104677857,0.5039105601210213,0.09,3.170394814645417
2020-01-01 15:30:00+01:00,6.93490219690183,218.60470037091594,59.74003854695805,24.900996919234487,0.4372759973306677,0.05,0.7673276214496781
2020-01-01 16:00:00+01:00,3.9009090234255375,224.79277368202003,19.341822264392956,10.974577229713168,0.36087739702368893,0.1,0.3026561547327473
2020-01-01 16:30:00+01:00,0.6902947662204926,230.7680881023556,0.48593693803059423,0.4125775853068231,0.2781889516719089,0.1,0.0020409242635807084
2020-01-02 09:00:00+01:00,1.5951461043031299,130.79411013878882,2.6819456490570617,2.0345369872755343,0.3012364398932674,0.09,0.01755888171150118
2020-01-02 09:30:00+01:00,4.801831014424027,136.82598529317943,29.665952584562753,15.21401007466372,0.38299162348906907,0.06,0.33326808491345866
2020-01-02 10:00:00+01:00,7.754311836653816,143.07614245934678,72.77996666786821,28.3138650562886,0.4570502439109814,0.11,2.256187838658769
2020-01-02 10:30:00+01:00,10.321808235332501,149.5533787167995,116.88545346003875,37.76556548891888,0.5208329785745544,0.06,2.513165600130571
2020-01-02 11:00:00+01:00,12.438138343983864,156.25050250640982,155.5408531598392,44.32410941397093,0.5729550853535497,0.06,3.915225705025605
2020-01-02 11:30:00+01:00,14.053425074048858,163.14264460624372,185.82335762678534,48.735772298517276,0.6124282573210329,0.07,6.058267371123902
2020-01-02 12:00:00+01:00,15.128670166875109,170.18725233470627,206.21026363529276,51.437667278730885,0.6385376899987585,0.05,5.118813857348472
2020-01-02 12:30:00+01:00,15.636826652394454,177.32654711581256,215.88855196038702,52.65716809345386,0.6508191454104986,0.09,9.92852951451428
2020-01-02 13:00:00+01:00,15.564731295253111,184.49265281935496,214.51404972320645,52.486261906338,0.6490557984372352,0.04,4.366740466590119
2020-01-02 13:30:00+01:00,14.914276482516438,191.61475157902575,202.13440631849815,50.91247781950929,0.6332785303831546,0.03,2.973126776140585
2020-01-02 14:00:00+01:00,13.702234566073136,198.6268691066947,179.19888253613743,47.814706885724746,0.603765840773375,0.06,4.898941075459401
2020-01-02 14:30:00+01:00,11.958814379596154,205.4746358541298,146.66420554971214,42.92249005327905,0.5610438140371437,0.06,3.569692616774138
2020-01-02 15:00:00+01:00,9.72572800909234,212.11977655666277,106.30597537009352,35.73027784139367,0.5058917287694071,0.05,1.811214377155263
2020-01-02 15:30:00+01:00,7.055868856378606,218.54190929200007,61.62436227566187,25.417493617361615,0.43937688528965774,0.09,1.4426871989253356
2020-01-02 16:00:00+01:00,4.023042202541004,224.7380382546003,20.636219090742177,11.543982105525341,0.3630441268539306,0.06,0.19854221891876758
2020-01-02 16:30:00+01:00,0.803072127478209,230.72059377596358,0.6454183602568089,0.5407694653200612,0.28023710040688643,0.06,0.0017597630272647346
2020-01-03 09:00:00+01:00,1.615864237092291,130.65540729559262,2.7594274306990205,2.0876998370768907,0.3007861967339882,0.11,0.022233944117631826
2020-01-03 09:30:00+01:00,4.831646722432471,136.68831562314722,30.036604561099743,15.354843230187125,0.3827549039534409,0.07,0.39476894628946324
2020-01-03 10:00:00+01:00,7.793136284158211,142.93985905417412,73.41371040472958,28.470895670541154,0.45702849287395103,0.03,0.6219486675935338
2020-01-03 10:30:00+01:00,10.370078825046784,149.4191516618714,117.75016609785668,37.92679000840536,0.5210344944941244,0.06,2.536882375903235
2020-01-03 11:00:00+01:00,12.496249339732326,156.119304026294,156.6221862774385,44.491328333992314,0.5733864168694837,0.08,5.268351194474177
2020-01-03 11:30:00+01:00,14.121586096451841,163.0156949519519,187.1127294948339,48.912633910160935,0.6130925901798204,0.03,2.621092623892171
