,apparent_elevation,azimuth,simulation_direct,direct_reacted
2020-01-01 09:00:00+01:00,1.5809171610426391,130.92998849100888,0.03,0.00171474671173438
2020-01-01 09:30:00+01:00,4.77905297164327,136.96122291103308,0.05,0.018407908670148358
2020-01-01 10:00:00+01:00,7.722743418701183,143.2104340865946,0.07,0.0548715262060828
2020-01-01 10:30:00+01:00,10.280932450761945,149.68610703969262,0.04,0.0467431512874916
2020-01-01 11:00:00+01:00,12.387515477079173,156.38074911679382,0.05,0.07416860652903862
2020-01-01 11:30:00+01:00,13.992801972174275,163.2692387703056,0.01,0.017186983780079202
2020-01-01 12:00:00+01:00,15.058037541388758,170.3088647831721,0.05,0.09360907249263646
2020-01-01 12:30:00+01:00,15.556446952357083,177.44182333881713,0.04,0.07772744632395857
2020-01-01 13:00:00+01:00,15.475136022890808,184.60036478501212,0.06,0.11589254454838932
2020-01-01 13:30:00+01:00,14.816233637809315,191.71393607715322,0.05,0.09186418531259133
2020-01-01 14:00:00+01:00,13.596695259930044,198.7169220435705,0.02,0.0332136131081525
2020-01-01 14:30:00+01:00,11.846858311780851,205.55534555600065,0.02,0.028053280032878773
2020-01-01 15:00:00+01:00,9.608546532544663,212.19129854030496,0.06,0.0640051599983829
2020-01-01 15:30:00+01:00,6.93490219690183,218.60470037091594,0.04,0.02668639220733374
2020-01-01 16:00:00+01:00,3.9009090234255375,224.79277368202003,0.05,0.013038266403004692
2020-01-01 16:30:00+01:00,0.6902947662204981,230.7680881023556,0.06,0.001190401046890256
2020-01-02 09:00:00+01:00,1.5951461043031299,130.79411013878882,0.05,0.0028883251890927802
2020-01-02 09:30:00+01:00,4.801831014424027,136.82598529317943,0.05,0.018501876263046703
2020-01-02 10:00:00+01:00,7.754311836653816,143.07614245934678,0.05,0.039327833288129305
2020-01-02 10:30:00+01:00,10.321808235332501,149.5533787167995,0.06,0.0703165712102206
2020-01-02 11:00:00+01:00,12.438138343983864,156.25050250640982,0.04,0.05950092414575553
2020-01-02 11:30:00+01:00,14.053425074048858,163.14264460624372,0.03,0.05171348463188817
2020-01-02 12:00:00+01:00,15.128670166875109,170.18725233470627,0.04,0.0751336826580879
2020-01-02 12:30:00+01:00,15.636826652394454,177.32654711581256,0.05,0.09752766387538812
2020-01-02 13:00:00+01:00,15.564731295253111,184.49265281935496,0.07,0.1358166636258481
2020-01-02 13:30:00+01:00,14.914276482516438,191.61475157902575,0.02,0.03694857013091194
2020-01-02 14:00:00+01:00,13.702234566073136,198.6268691066947,0.03,0.05017187893402181
2020-01-02 14:30:00+01:00,11.958814379596154,205.4746358541298,0.06,0.08496289199397675
2020-01-02 15:00:00+01:00,9.725728009092347,212.11977655666277,0.03,0.03245258519024456
2020-01-02 15:30:00+01:00,7.055868856378606,218.54190929200007,0.06,0.040981711695346194
2020-01-02 16:00:00+01:00,4.023042202541004,224.7380382546003,0.03,0.008222843101804071
2020-01-02 16:30:00+01:00,0.803072127478209,230.72059377596358,0.05,0.001158172229490893
2020-01-03 09:00:00+01:00,1.615864237092291,130.65540729559262,0.03,0.0017616831714175301
2020-01-03 09:30:00+01:00,4.831646722432471,136.68831562314722,0.02,0.007454202358804143
2020-01-03 10:00:00+01:00,7.793136284158211,142.93985905417412,0.05,0.03950479826414971
2020-01-03 10:30:00+01:00,10.370078825046784,149.4191516618714,0.02,0.02352238691361161
2020-01-03 11:00:00+01:00,12.496249339732326,156.119304026294,0.03,0.044772669634591346
2020-01-03 11:30:00+01:00,14.121586096451841,163.0156949519519,0.02,0.03459120215357939
2020-01-03 12:00:00+01:00,15.206842748854017,170.065919785779,0.05,0.09425763561909076
2020-01-03 12:30:00+01:00,15.724696518815906,177.2122087803025,0.03,0.058756192347211016
2020-01-03 13:00:00+01:00,15.661713642527431,184.38653877690004,0.02,0.03899067437051275
2020-01-03 13:30:00+01:00,15.019552150660596,191.51780543572355,0.04,0.07432661098345138
2020-01-03 14:00:00+01:00,13.8148070588042,198.5396561099708,0.07,0.11792951541401783
2020-01-03 14:30:00+01:00,12.077567239893678,205.397314923035,0.04,0.05720187991623177
2020-01-03 15:00:00+01:00,9.84944350028455,212.05213238348972,0.06,0.06584429393836584
2020-01-03 15:30:00+01:00,7.183092938211686,218.4834250733843,0.06,0.0419768699260803
2020-01-03 16:00:00+01:00,4.151176211731982,224.6879841609363,0.06,0.017294141593616974
2020-01-03 16:30:00+01:00,0.9217514538389036,230.67810993814118,0.05,0.00135134939629436
2020-01-04 09:00:00+01:00,1.643103057746934,130.51398869592242,0.06,0.003602190164448831
2020-01-04 09:30:00+01:00,4.868513308759103,136.5483203279453,0.09,0.03385579633288543
2020-01-04 10:00:00+01:00,7.839219918247723,142.80168821209867,0.05,0.039724449402322726
2020-01-04 10:30:00+01:00,10.425738854871424,149.28352829436682,0.04,0.04724389205739821
2020-01-04 11:00:00+01:00,12.561834939202905,155.98725431226876,0.03,0.044941714835168636
2020-01-04 11:30:00+01:00,14.197263472012052,162.88848877673206,0.1,0.17360162575570576
2020-01-04 12:00:00+01:00,15.292525744815414,169.94496450745214,0.03,0.05677793941954399
2020-01-04 12:30:00+01:00,15.820019112533675,177.0989040612102,0.03,0.059013855761087974
2020-01-04 13:00:00+01:00,15.76603786283845,184.28211652201057,0.07,0.1371587340584898
2020-01-04 13:30:00+01:00,15.132007918321563,191.42318920581013,0.05,0.09347364553296918
2020-01-04 14:00:00+01:00,13.934352908278827,198.4553716657884,0.05,0.08487956547961774
2020-01-04 14:30:00+01:00,12.203050655513556,205.32346766214027,0.04,0.05778537492437063
