,apparent_elevation,azimuth,simulation_direct,direct_reacted
2020-01-23 11:30:00+01:00,0.062322894854448585,180.53055608555817,0.07,0.0007662381270109345
2020-01-24 11:00:00+01:00,0.14633930313355265,173.3946964907061,0.06,0.0007614057629012929
2020-01-24 11:30:00+01:00,0.26038305866313427,180.47101514559233,0.02,0.0003122678304564361
2020-01-24 12:00:00+01:00,0.1211220491163269,187.54692038859935,0.05,0.0006048622406289268
2020-01-25 11:00:00+01:00,0.3480358898942115,173.32777837400988,0.08,0.0014371122200298179
2020-01-25 11:30:00+01:00,0.46591270107223337,180.4144083972356,0.05,0.001092034631172991
2020-01-25 12:00:00+01:00,0.32679582347591474,187.50072699615404,0.08,0.0013850299540641587
2020-01-26 10:30:00+01:00,0.18278594349319421,166.17894601662533,0.06,0.0007941755628920175
2020-01-26 11:00:00+01:00,0.5575022703016064,173.26359922673691,0.08,0.0019946015564589765
2020-01-26 11:30:00+01:00,0.6793561679383316,180.36078967536812,0.05,0.0014975015015245537
2020-01-26 12:00:00+01:00,0.5400847177593812,187.45776733279826,0.07,0.0016977158133831254
2020-01-26 12:30:00+01:00,0.14919600651356618,194.54183789903138,0.05,0.0006212138431222228
2020-01-27 10:30:00+01:00,0.3924345823408769,166.107028286307,0.08,0.0015092614120184578
2020-01-27 11:00:00+01:00,0.7750609391165386,173.2022116986194,0.02,0.0006783601931333455
2020-01-27 11:30:00+01:00,0.9008876732241133,180.3102075668899,0.07,0.002817982584755165
2020-01-27 12:00:00+01:00,0.7613446001699236,187.41808573407656,0.03,0.0009975406560943291
2020-01-27 12:30:00+01:00,0.36604822883788285,194.5129618057551,0.04,0.0007210518474860253
2020-01-28 10:30:00+01:00,0.6100669331358644,166.03771056058667,0.05,0.0013156837986865685
2020-01-28 11:00:00+01:00,1.0007984626935147,173.14366305446697,0.09,0.004070482743695926
2020-01-28 11:30:00+01:00,1.130491888190385,180.26270527491894,0.09,0.004774590946016642
2020-01-28 12:00:00+01:00,0.9906658440700298,187.38172114699347,0.07,0.0031236847560907276
2020-01-28 12:30:00+01:00,0.590593281498646,194.48763086991403,0.06,0.0015309949515318862
2020-01-29 10:00:00+01:00,0.19842286319763708,158.87937545606076,0.04,0.0005225209398641741
2020-01-29 10:30:00+01:00,0.8359600728646152,165.97103869965758,0.03,0.0010773712386772986
2020-01-29 11:00:00+01:00,1.2346399660358907,173.08799524057997,0.04,0.002365399931832141
2020-01-29 11:30:00+01:00,1.3680281424661795,180.2183206836001,0.05,0.003428984531152387
2020-01-29 12:00:00+01:00,1.2279612422974457,187.34870719068897,0.05,0.002932526732189571
2020-01-29 12:30:00+01:00,0.8231430105058065,194.46587420965494,0.06,0.0021147580604627
2020-01-29 13:00:00+01:00,0.18053397947124067,201.55797653477214,0.06,0.0007570768254934778
2020-01-30 10:00:00+01:00,0.4204078877966856,158.80461248298434,0.03,0.0005681073261481264
2020-01-30 10:30:00+01:00,1.0701475025009295,165.907053387235,0.11,0.005276772059002754
2020-01-30 11:00:00+01:00,1.4764065801838355,173.03524502978212,0.03,0.0022759667972806004
2020-01-30 11:30:00+01:00,1.613278130125473,180.17708649757466,0.05,0.004351782362063097
2020-01-30 12:00:00+01:00,1.4730322911453175,187.31907229720292,0.07,0.005289013429167172
2020-01-30 12:30:00+01:00,1.0637188012645664,194.44771573807827,0.06,0.0028521236638189705
2020-01-30 13:00:00+01:00,0.41158731852315456,201.5509704604297,0.04,0.0007450944323071044
2020-01-31 10:00:00+01:00,0.6505983754611553,158.73235213671273,0.07,0.0018739054471995393
2020-01-31 10:30:00+01:00,1.3125029103048194,165.84579024104596,0.06,0.003765267068143356
2020-01-31 11:00:00+01:00,1.725857155670136,172.98544412725767,0.04,0.0038234430293276967
2020-01-31 11:30:00+01:00,1.8659795928724356,180.13903035005845,0.07,0.007598492379029689
2020-01-31 12:00:00+01:00,1.7256162210856951,187.29283981311318,0.06,0.0057304928592237575
2020-01-31 12:30:00+01:00,1.3121598527609803,194.43317426575047,0.05,0.00313273558723337
2020-01-31 13:00:00+01:00,0.6504141633739916,201.54778171044427,0.09,0.0024040816194988027
2020-02-01 09:30:00+01:00,0.006304550421207034,151.57438410438596,0.03,0.00025908551936328853
2020-02-01 10:00:00+01:00,0.8892452837150743,158.66262876297083,0.07,0.0025838867751801038
2020-02-01 10:30:00+01:00,1.5628021050022485,165.7872798069559,0.06,0.004828351596346436
2020-02-01 11:00:00+01:00,1.9827171980534077,172.93861916742662,0.05,0.005919992954070196
2020-02-01 11:30:00+01:00,2.125849149589558,180.10417479627074,0.04,0.005327576648281233
2020-02-01 12:00:00+01:00,1.9854178507974405,187.27002799693105,0.06,0.007115976683358387
2020-02-01 12:30:00+01:00,1.5681999668810456,194.42226349989784,0.06,0.0048484731266215456
2020-02-01 13:00:00+01:00,0.8972604397699822,201.5484191721798,0.03,0.0011171290210279297
2020-02-01 13:30:00+01:00,0.016779357906262615,208.6387922686864,0.06,0.0005276219394228137
