,apparent_elevation,azimuth,simulation_direct,direct_reacted,simulation_diffuse,diffuse_reacted
2020-01-01 09:00:00+01:00,1.5809171610426391,130.92998849100888,0.025,1.3613219225006775e-05,0.175,0.0016213137448880587
2020-01-01 09:30:00+01:00,4.77905297164327,136.96122291103308,0.15833333333333333,0.0014795255035374502,0.21666666666666667,0.006021071067087238
2020-01-01 10:00:00+01:00,7.722743418701183,143.2104340865946,0.175,0.005081734330289742,0.19166666666666668,0.00812826851031662
2020-01-01 10:30:00+01:00,10.280932450761945,149.68610703969262,0.15,0.007973918665590541,0.26666666666666666,0.014163421511495548
2020-01-01 11:00:00+01:00,12.387515477079173,156.38074911679382,0.14166666666666666,0.010825125850210547,0.16666666666666666,0.010128585552575703
2020-01-01 11:30:00+01:00,13.992801972174275,163.2692387703056,0.23333333333333334,0.022309026549251498,0.18333333333333332,0.01210517067114382
2020-01-01 12:00:00+01:00,15.058037541388758,170.3088647831721,0.16666666666666666,0.018148762168851883,0.19166666666666668,0.013278133234886458
2020-01-01 12:30:00+01:00,15.556446952357083,177.44182333881713,0.26666666666666666,0.030728473525056362,0.25833333333333336,0.018273908519148004
2020-01-01 13:00:00+01:00,15.475136022890808,184.60036478501212,0.25833333333333336,0.029499759771525642,0.25833333333333336,0.01821299920023373
2020-01-01 13:30:00+01:00,14.816233637809315,191.71393607715322,0.225,0.023814982536393924,0.15833333333333333,0.010854585442004999
2020-01-01 14:00:00+01:00,13.596695259930044,198.7169220435705,0.2,0.01815484691079188,0.21666666666666667,0.014034180647641822
2020-01-01 14:30:00+01:00,11.846858311780851,205.55534555600065,0.125,0.00877631330994847,0.2,0.01177873545363586
2020-01-01 15:00:00+01:00,9.608546532544663,212.19129854030496,0.15,0.006947889806336499,0.175,0.008830635016115545
2020-01-01 15:30:00+01:00,6.93490219690183,218.60470037091594,0.175,0.0039894134709552165,0.25,0.009687924206589798
2020-01-01 16:00:00+01:00,3.9009090234255375,224.79277368202003,0.10833333333333334,0.0006051858192133696,0.20833333333333334,0.004776381218622419
2020-01-01 16:30:00+01:00,0.6902947662204981,230.7680881023556,0.05,4.299838205674815e-06,0.225,0.0008889598328960525
2020-01-02 09:00:00+01:00,1.5951461043031299,130.79411013878882,0.016666666666666666,9.278842406359564e-06,0.19166666666666668,0.001792156258524942
2020-01-02 09:30:00+01:00,4.801831014424027,136.82598529317943,0.05,0.000472797361256509,0.24166666666666667,0.006745707418361445
2020-01-02 10:00:00+01:00,7.754311836653816,143.07614245934678,0.13333333333333333,0.003906958912710914,0.21666666666666667,0.009219582355465453
2020-01-02 10:30:00+01:00,10.321808235332501,149.5533787167995,0.09166666666666666,0.004912081652409665,0.125,0.006658949961794279
2020-01-02 11:00:00+01:00,12.438138343983864,156.25050250640982,0.175,0.013475380120737087,0.19166666666666668,0.011681233554671384
2020-01-02 11:30:00+01:00,14.053425074048858,163.14264460624372,0.21666666666666667,0.02087740005071529,0.23333333333333334,0.015451147678686225
2020-01-02 12:00:00+01:00,15.128670166875109,170.18725233470627,0.24166666666666667,0.026532209818781943,0.125,0.008685964875014144
2020-01-02 12:30:00+01:00,15.636826652394454,177.32654711581256,0.16666666666666666,0.019377171744021492,0.25833333333333336,0.018334217813098203
2020-01-02 13:00:00+01:00,15.564731295253111,184.49265281935496,0.175,0.020184481411702926,0.19166666666666668,0.01356290654075128
2020-01-02 13:30:00+01:00,14.914276482516438,191.61475157902575,0.2,0.02141601284034221,0.175,0.012048810708730678
2020-01-02 14:00:00+01:00,13.702234566073136,198.6268691066947,0.15833333333333333,0.014575934773030564,0.15833333333333333,0.010309294765704387
2020-01-02 14:30:00+01:00,11.958814379596154,205.4746358541298,0.20833333333333334,0.014892502208964608,0.225,0.013339878775406235
2020-01-02 15:00:00+01:00,9.725728009092347,212.11977655666277,0.11666666666666667,0.005540393106730902,0.175,0.008913052527355268
2020-01-02 15:30:00+01:00,7.055868856378606,218.54190929200007,0.16666666666666666,0.0039522432068116705,0.25,0.009831431007595547
2020-01-02 16:00:00+01:00,4.023042202541004,224.7380382546003,0.10833333333333334,0.0006549800227610548,0.25833333333333336,0.006100854555697716
2020-01-02 16:30:00+01:00,0.803072127478209,230.72059377596358,0.025,2.9148247366994954e-06,0.2,0.0009231243505808737
2020-01-03 09:00:00+01:00,1.615864237092291,130.65540729559262,0.041666666666666664,2.3950530677330705e-05,0.225,0.0021318840508612225
2020-01-03 09:30:00+01:00,4.831646722432471,136.68831562314722,0.125,0.0012003618020184437,0.2,0.00561490485471389
2020-01-03 10:00:00+01:00,7.793136284158211,142.93985905417412,0.15,0.004444112214995956,0.18333333333333332,0.007833367558266134
2020-01-03 10:30:00+01:00,10.370078825046784,149.4191516618714,0.09166666666666666,0.004958355687736467,0.175,0.00935512462008608
2020-01-03 11:00:00+01:00,12.496249339732326,156.119304026294,0.16666666666666666,0.012946564009798421,0.24166666666666667,0.014776455826869447
2020-01-03 11:30:00+01:00,14.121586096451841,163.0156949519519,0.18333333333333332,0.017819564869371512,0.25,0.0166080955318571
2020-01-03 12:00:00+01:00,15.206842748854017,170.065919785779,0.23333333333333334,0.02584875712227875,0.16666666666666666,0.011619825281960061
2020-01-03 12:30:00+01:00,15.724696518815906,177.2122087803025,0.18333333333333332,0.021521691168514264,0.24166666666666667,0.01721257441428822
2020-01-03 13:00:00+01:00,15.661713642527431,184.38653877690004,0.23333333333333334,0.027202689193816208,0.225,0.01598476848758264
2020-01-03 13:30:00+01:00,15.019552150660596,191.51780543572355,0.15,0.01626135906904728,0.21666666666666667,0.0149856928674497
